EQUIPO,NOMBRE_JUGADOR,POS,LINK_JUGADOR,MINUTOS,GOLES,GOLES/90 HIST,MINUTOS 2025,GOLES 2025,GOLES/90 2025
Boca Juniors,Frank Fabra,DEF,https://www.sofascore.com/es/jugador/frank-fabra/247741,18437,10,0.05,132,0,0.0
Boca Juniors,Rodrigo Battaglia,DEF,https://www.sofascore.com/es/jugador/rodrigo-battaglia/158257,21344,14,0.06,590,0,0.0
Boca Juniors,Marcelo Saracchi,DEF,https://www.sofascore.com/es/jugador/marcelo-saracchi/796444,12311,7,0.05,573,1,0.16
Boca Juniors,Camilo Rey,VOL,https://www.sofascore.com/es/jugador/camilo-rey/1542722,438,0,0.0,0,0,-
Boca Juniors,Agustin Martegani,VOL,https://www.sofascore.com/es/jugador/agustin-martegani/984926,4347,5,0.1,93,0,0.0
Boca Juniors,Tomas Belmonte,VOL,https://www.sofascore.com/es/jugador/tomas-belmonte/881169,15786,19,0.11,353,0,0.0
Boca Juniors,Delgado Milton,VOL,https://www.sofascore.com/es/jugador/delgado-milton/1819597,1020,0,0.0,450,0,0.0
Boca Juniors,Ignacio Miramon,VOL,https://www.sofascore.com/es/jugador/ignacio-miramon/1090319,3294,0,0.0,73,0,0.0
Boca Juniors,Williams Alarcon,VOL,https://www.sofascore.com/es/jugador/williams-alarcon/936534,10045,11,0.1,540,0,0.0
Boca Juniors,Alan Velasco,VOL,https://www.sofascore.com/es/jugador/alan-velasco/976496,9971,23,0.21,452,0,0.0
Boca Juniors,Kevin Zenon,VOL,https://www.sofascore.com/es/jugador/kevin-zenon/989863,10682,14,0.12,503,2,0.36
Boca Juniors,Ander Herrera,VOL,https://www.sofascore.com/es/jugador/ander-herrera/82474,18113,16,0.08,0,0,-
Boca Juniors,Esteban Rolon,VOL,https://www.sofascore.com/es/jugador/esteban-rolon/816808,8661,3,0.03,0,0,-
Boca Juniors,Milton Gimenez,DEL,https://www.sofascore.com/es/jugador/milton-gimenez/1092308,11341,53,0.42,620,5,0.73
Boca Juniors,Brian Aguirre,DEL,https://www.sofascore.com/es/jugador/brian-aguirre/1084962,5660,8,0.13,207,0,0.0
Boca Juniors,Miguel Merentiel,DEL,https://www.sofascore.com/es/jugador/miguel-merentiel/892275,13308,73,0.49,529,5,0.85
Boca Juniors,Lucas Janson,DEL,https://www.sofascore.com/es/jugador/lucas-janson/249843,16444,55,0.3,135,1,0.67
Boca Juniors,Edinson Cavani,DEL,https://www.sofascore.com/es/jugador/edinson-cavani/21521,23220,183,0.71,580,2,0.31
Boca Juniors,Carlos Palacios,DEL,https://www.sofascore.com/es/jugador/carlos-palacios/905487,12336,36,0.26,756,1,0.12
Boca Juniors,Exequiel Zeballos,DEL,https://www.sofascore.com/es/jugador/exequiel-zeballos/1003011,4838,11,0.2,545,2,0.33
Central Córdoba,Alan Aguerre,ARQ,https://www.sofascore.com/es/jugador/alan-aguerre/147351,13427,-,-,900,-,-
Central Córdoba,Bursich Lautaro,ARQ,https://www.sofascore.com/es/jugador/bursich-lautaro/1167976,90,-,-,0,-,-
Central Córdoba,Fernando Martinez,DEF,https://www.sofascore.com/es/jugador/fernando-martinez/1112782,753,2,0.24,0,0,-
Central Córdoba,Lautaro Montoya,DEF,https://www.sofascore.com/es/jugador/lautaro-montoya/830657,5141,2,0.04,0,0,-
Central Córdoba,Lucas Abascia,DEF,https://www.sofascore.com/es/jugador/lucas-abascia/1113113,3852,1,0.02,195,0,0.0
Central Córdoba,Santiago Moyano,DEF,https://www.sofascore.com/es/jugador/santiago-moyano/884931,6170,3,0.04,585,0,0.0
Central Córdoba,Yuri Casermeiro,DEF,https://www.sofascore.com/es/jugador/yuri-casermeiro/1578950,167,0,0.0,90,0,0.0
Central Córdoba,Gonzalo Trindade,DEF,https://www.sofascore.com/es/jugador/gonzalo-trindade/1482278,502,0,0.0,121,0,0.0
Central Córdoba,Facundo Mansilla,DEF,https://www.sofascore.com/es/jugador/facundo-mansilla/1087335,5479,2,0.03,0,0,-
Central Córdoba,Lautaro Rivero,DEF,https://www.sofascore.com/es/jugador/lautaruo-rivero/1835781,1599,2,0.11,900,2,0.2
Central Córdoba,Braian Cufre,DEF,https://www.sofascore.com/es/jugador/braian-cufre/818441,13232,6,0.04,0,0,-
Central Córdoba,Jonathan Galvan,DEF,https://www.sofascore.com/es/jugador/jonathan-galvan/789271,13805,6,0.04,774,0,0.0
Central Córdoba,Ivan Pillud,DEF,https://www.sofascore.com/es/jugador/ivan-pillud/82371,11095,3,0.02,360,0,0.0
Central Córdoba,Manuel Palavecino,VOL,https://www.sofascore.com/es/jugador/manuel-palavecino/1200724,154,1,0.58,0,0,-
Central Córdoba,Cristian Vega,VOL,https://www.sofascore.com/es/jugador/cristian-vega/941433,8111,6,0.07,30,0,0.0
Central Córdoba,Dylan Glaby,VOL,https://www.sofascore.com/es/jugador/dylan-glaby/981333,8284,4,0.04,383,0,0.0
Central Córdoba,Ivan Gomez,VOL,https://www.sofascore.com/es/jugador/ivan-gomez/849136,16057,9,0.05,792,1,0.11
Central Córdoba,Jose Florentin,VOL,https://www.sofascore.com/es/jugador/jose-florentin/988619,7135,15,0.19,871,3,0.31
Central Córdoba,Sebastian Cristoforo,VOL,https://www.sofascore.com/es/jugador/sebastian-cristoforo/221738,11138,2,0.02,122,0,0.0
Central Córdoba,Leonardo Heredia,VOL,https://www.sofascore.com/es/jugador/leonardo-heredia/895720,9756,34,0.31,771,4,0.47
Central Córdoba,Barrera Diego,DEL,https://www.sofascore.com/es/jugador/barrera-diego/1462243,608,1,0.15,0,0,-
Central Córdoba,Nicolas Quagliata,DEL,https://www.sofascore.com/es/jugador/nicolas-quagliata/1009556,3842,4,0.09,140,0,0.0
Central Córdoba,Gaston Veron,DEL,https://www.sofascore.com/es/jugador/gaston-veron/924198,6791,14,0.19,433,2,0.42
Central Córdoba,Angulo Luis Miguel,DEL,https://www.sofascore.com/es/jugador/angulo-luis-miguel/1113346,4514,9,0.18,686,1,0.13
Central Córdoba,Matias Perello,DEL,https://www.sofascore.com/es/jugador/matias-perello/1117084,776,1,0.12,336,1,0.27
Central Córdoba,Favio Cabral,DEL,https://www.sofascore.com/es/jugador/favio-cabral/1017376,2457,9,0.33,264,1,0.34
Central Córdoba,David Zalazar,DEL,https://www.sofascore.com/es/jugador/david-zalazar/1017422,2431,4,0.15,19,0,0.0
Central Córdoba,Lucas Varaldo,DEL,https://www.sofascore.com/es/jugador/lucas-varaldo/1003024,3163,5,0.14,0,0,-
Central Córdoba,Franco Alfonso,DEL,https://www.sofascore.com/es/jugador/franco-alfonso/1410924,1403,2,0.13,60,0,0.0
Defensa y Justicia,Enrique Bologna,ARQ,https://www.sofascore.com/es/jugador/enrique-bologna/107418,8640,-,-,896,-,-
Defensa y Justicia,Roberto Leon,ARQ,https://www.sofascore.com/es/jugador/roberto-leon/1109381,0,-,-,0,-,-
Defensa y Justicia,Facundo Masuero,ARQ,https://www.sofascore.com/es/jugador/facundo-masuero/1086974,1800,-,-,0,-,-
Defensa y Justicia,Rafael Delgado,DEF,https://www.sofascore.com/es/jugador/rafael-delgado/799653,19647,5,0.02,27,0,0.0
Defensa y Justicia,Damian Perez,DEF,https://www.sofascore.com/es/jugador/damian-perez/39697,20966,3,0.01,90,0,0.0
Defensa y Justicia,Emanuel Aguilera,DEF,https://www.sofascore.com/es/jugador/emanuel-aguilera/147576,22339,20,0.08,788,0,0.0
Defensa y Justicia,Ignacio Galvan,DEF,https://www.sofascore.com/es/jugador/ignacio-galvan/1102817,1211,0,0.0,0,0,-
Defensa y Justicia,Ezequiel Cannavo,DEF,https://www.sofascore.com/es/jugador/ezequiel-cannavo/1094180,2797,3,0.1,800,1,0.11
Defensa y Justicia,Lucas Ferreira,DEF,https://www.sofascore.com/es/jugador/lucas-ferreira/1023053,7516,1,0.01,806,0,0.0
Defensa y Justicia,Rubio Tobias,DEF,https://www.sofascore.com/es/jugador/rubio-tobias/1201527,2309,0,0.0,90,0,0.0
Defensa y Justicia,Kevin Balanta,DEF,https://www.sofascore.com/es/jugador/kevin-balanta/819106,15682,4,0.02,270,0,0.0
Defensa y Justicia,Agustin Sienra,DEF,https://www.sofascore.com/es/jugador/agustin-sienra/1022258,4449,0,0.0,9,0,0.0
Defensa y Justicia,Alexis Soto,DEF,https://www.sofascore.com/es/jugador/alexis-soto/824513,20457,1,0.0,806,0,0.0
Defensa y Justicia,Kevin Gutierrez,VOL,https://www.sofascore.com/es/jugador/kevin-gutierrez/914145,14727,5,0.03,788,0,0.0
Defensa y Justicia,Valentin Larralde,VOL,https://www.sofascore.com/es/jugador/valentin-larralde/1065614,4095,1,0.02,0,0,-
Defensa y Justicia,Schamine Benjamin,VOL,https://www.sofascore.com/es/jugador/schamine-benjamin/1485083,1505,2,0.12,287,0,0.0
Defensa y Justicia,David Barbona,VOL,https://www.sofascore.com/es/jugador/david-barbona/789910,12709,15,0.11,232,0,0.0
Defensa y Justicia,Matias Miranda,VOL,https://www.sofascore.com/es/jugador/matias-miranda/998283,3102,1,0.03,218,1,0.41
Defensa y Justicia,Maximiliano Gonzalez,VOL,https://www.sofascore.com/es/jugador/maximiliano-gonzalez/1150471,2209,1,0.04,142,0,0.0
Defensa y Justicia,Santiago Sosa,VOL,https://www.sofascore.com/es/jugador/santiago-sosa/1893308,1033,0,0.0,0,0,-
Defensa y Justicia,Cesar Perez,VOL,https://www.sofascore.com/es/jugador/cesar-perez/986473,6994,7,0.09,609,0,0.0
Defensa y Justicia,Aaron Molinas,VOL,https://www.sofascore.com/es/jugador/aaron-molinas/1022257,6767,9,0.12,698,2,0.26
Defensa y Justicia,Lucas Gonzalez,VOL,https://www.sofascore.com/es/jugador/lucas-gonzalez/985019,7086,7,0.09,310,0,0.0
Defensa y Justicia,Palavecino Nicolas,VOL,https://www.sofascore.com/es/jugador/palavecino-nicolas/1131305,1967,2,0.09,35,0,0.0
Defensa y Justicia,Matias Ramirez,VOL,https://www.sofascore.com/es/jugador/matias-ramirez/897094,3944,6,0.14,217,0,0.0
Defensa y Justicia,Matias Sosa,DEL,https://www.sofascore.com/es/jugador/matias-sosa/1094185,1317,2,0.14,0,0,-
Defensa y Justicia,Gaston Togni,DEL,https://www.sofascore.com/es/jugador/gaston-togni/868361,12479,27,0.19,619,4,0.58
Defensa y Justicia,Francisco Gonzalez,DEL,https://www.sofascore.com/es/jugador/francisco-gonzalez/983528,6199,7,0.1,397,0,0.0
Defensa y Justicia,Gaston Gonzalez,DEL,https://www.sofascore.com/es/jugador/gaston-gonzalez/981342,5662,9,0.14,25,0,0.0
Defensa y Justicia,Juan Miritello,DEL,https://www.sofascore.com/es/jugador/juan-miritello/1003721,4086,23,0.51,404,3,0.67
Defensa y Justicia,Osorio Abiel,DEL,https://www.sofascore.com/es/jugador/osorio-abiel/1190083,4997,16,0.29,422,1,0.21
Defensa y Justicia,Agustin Hausch,DEL,https://www.sofascore.com/es/jugador/agustin-hausch/1017278,270,0,0.0,0,0,-
Defensa y Justicia,Uriel La Roza,DEL,https://www.sofascore.com/es/jugador/uriel-la-roza/2017603,0,0,0,0,0,-
Deportivo Riestra,Juan Carlos Rolon,ARQ,https://www.sofascore.com/es/jugador/juan-carlos-rolon/2032360,0,-,-,0,-,
Deportivo Riestra,Nahuel Manganelli,ARQ,https://www.sofascore.com/es/jugador/nahuel-manganelli/1018448,180,-,-,0,-,-
Deportivo Riestra,Ignacio Arce,ARQ,https://www.sofascore.com/es/jugador/ignacio-arce/896998,10997,-,-,900,-,-
Deportivo Riestra,Jaime Barcelo,ARQ,https://www.sofascore.com/es/jugador/jaime-barcelo/1838834,0,-,-,0,-,-
Deportivo Riestra,Cristian Paz,DEF,https://www.sofascore.com/es/jugador/cristian-paz/789369,3206,0,0.0,900,0,0.0
Deportivo Riestra,Mastrangelo Diego,DEF,https://www.sofascore.com/es/jugador/mastrangelo-diego/1085930,152,0,0.0,62,0,0.0
Deportivo Riestra,Yeison Murillo,DEF,https://www.sofascore.com/es/jugador/yeison-murillo/896740,1579,0,0.0,11,0,0.0
Deportivo Riestra,Pedro Ramirez,DEF,https://www.sofascore.com/es/jugador/pedro-ramirez/1065971,5533,2,0.03,485,0,0.0
Deportivo Riestra,Nicolas Caro Torres,DEF,https://www.sofascore.com/es/jugador/nicolas-caro-torres/860000,5810,3,0.05,647,0,0.0
Deportivo Riestra,Juan Cruz Randazzo,DEF,https://www.sofascore.com/es/jugador/juan-cruz-randazzo/340445,5140,5,0.09,195,0,0.0
Deportivo Riestra,Nicolas Sansotre,DEF,https://www.sofascore.com/es/jugador/nicolas-sansotre/897088,4737,1,0.02,886,1,0.1
Deportivo Riestra,Gallo Rodrigo,DEF,https://www.sofascore.com/es/jugador/gallo-rodrigo/1003722,1319,0,0.0,78,0,0.0
Deportivo Riestra,Justo Rodriguez,DEF,https://www.sofascore.com/es/jugador/justo-rodriguez-ares/1536829,0,0,0,0,0,-
Deportivo Riestra,Eric Tovo,DEF,https://www.sofascore.com/es/jugador/eric-tovo/992958,3860,1,0.02,200,0,0.0
Deportivo Riestra,Facundo Mino,DEF,https://www.sofascore.com/es/jugador/facundo-mino/1110285,4372,1,0.02,299,0,0.0
Deportivo Riestra,Rodrigo Sayavedra,DEF,https://www.sofascore.com/es/jugador/rodrigo-sayavedra/992979,3408,2,0.05,184,0,0.0
Deportivo Riestra,Mariano Bracamonte,DEF,https://www.sofascore.com/es/jugador/mariano-bracamonte/951068,1698,3,0.16,412,0,0.0
Deportivo Riestra,Nehuen Montoya,DEF,https://www.sofascore.com/es/jugador/nehuen-montoya/1108989,0,0,0,0,0,-
Deportivo Riestra,Jonathan Goitia,VOL,https://www.sofascore.com/es/jugador/jonathan-goitia/895924,6858,6,0.08,593,0,0.0
Deportivo Riestra,Ortiz Sergio,VOL,https://www.sofascore.com/es/jugador/ortiz-sergio/1199248,1946,1,0.05,0,0,-
Deportivo Riestra,Gonzalo Bravo,VOL,https://www.sofascore.com/es/jugador/gonzalo-bravo/850924,1556,1,0.06,95,0,0.0
Deportivo Riestra,Pablo Monje,VOL,https://www.sofascore.com/es/jugador/pablo-monje/1190295,2708,0,0.0,594,0,0.0
Deportivo Riestra,Ariel Munoz,VOL,https://www.sofascore.com/es/jugador/ariel-munoz/939946,0,0,0,0,0,-
Deportivo Riestra,Landriel Leonardo,VOL,https://www.sofascore.com/es/jugador/landriel-leonardo/783430,1902,0,0.0,0,0,-
Deportivo Riestra,Mateo Ramirez,VOL,https://www.sofascore.com/es/jugador/mateo-ramirez/898756,8,0,0.0,0,0,-
Deportivo Riestra,Franco Fagundez,VOL,https://www.sofascore.com/es/jugador/franco-fagundez-acosta/1605139,2808,4,0.13,0,0,-
Deportivo Riestra,Gabriel Obredor,VOL,https://www.sofascore.com/es/jugador/gabriel-obredor/1654117,132,1,0.68,0,0,-
Deportivo Riestra,Milton Celiz,DEL,https://www.sofascore.com/es/jugador/milton-celiz/275789,7258,14,0.17,810,0,0.0
Deportivo Riestra,Sanabria Mario,DEL,https://www.sofascore.com/es/jugador/sanabria-mario/1385490,2780,2,0.06,243,0,0.0
Deportivo Riestra,Mauro Smarra,DEL,https://www.sofascore.com/es/jugador/mauro-smarra/1513683,9,0,0.0,0,0,-
Deportivo Riestra,Brian Sanchez,DEL,https://www.sofascore.com/es/jugador/brian-sanchez/899292,1529,4,0.24,221,0,0.0
Deportivo Riestra,Jonathan Herrera,DEL,https://www.sofascore.com/es/jugador/jonathan-herrera/873763,11640,46,0.36,851,3,0.32
Deportivo Riestra,Antony Alonso,DEL,https://www.sofascore.com/es/jugador/antony-alonso/1094187,995,5,0.45,273,2,0.66
Deportivo Riestra,Nicolas Benegas,DEL,https://www.sofascore.com/es/jugador/nicolas-benegas/838770,7959,29,0.33,631,1,0.14
Deportivo Riestra,Alexander Diaz,DEL,https://www.sofascore.com/es/jugador/alexander-diaz/951244,5397,13,0.22,195,0,0.0
Deportivo Riestra,Braian Guille,DEL,https://www.sofascore.com/es/jugador/braian-guille/873642,2265,5,0.2,28,0,0.0
Deportivo Riestra,Gustavo Fernandez,DEL,https://www.sofascore.com/es/jugador/gustavo-martin-fernandez/47451,3615,4,0.1,28,0,0.0
Estudiantes de La Plata,Fabricio Iacovich,ARQ,https://www.sofascore.com/es/jugador/fabricio-iacovich/1185969,90,-,-,0,-,-
Estudiantes de La Plata,Matias Mansilla,ARQ,https://www.sofascore.com/es/jugador/matias-mansilla/1099481,9753,-,-,900,-,-
Estudiantes de La Plata,Ramiro Funes Mori,DEF,https://www.sofascore.com/es/jugador/ramiro-funes-mori/252313,15036,8,0.05,180,0,0.0
Estudiantes de La Plata,Sebastian Boselli,DEF,https://www.sofascore.com/es/jugador/sebastian-boselli/1392092,4313,3,0.06,818,0,0.0
Estudiantes de La Plata,Santiago Arzamendia,DEF,https://www.sofascore.com/es/jugador/santiago-arzamendia/887429,7194,4,0.05,665,1,0.14
Estudiantes de La Plata,Gaston Benedetti,DEF,https://www.sofascore.com/es/jugador/gaston-benedetti/1018407,6478,4,0.06,250,0,0.0
Estudiantes de La Plata,Facundo Rodriguez,DEF,https://www.sofascore.com/es/jugador/facundo-rodriguez/980485,6336,3,0.04,234,0,0.0
Estudiantes de La Plata,Eric Meza,DEF,https://www.sofascore.com/es/jugador/eric-meza/941092,10464,9,0.08,892,0,0.0
Estudiantes de La Plata,Gomez Roman,DEF,https://www.sofascore.com/es/jugador/gomez-roman/1807816,274,0,0.0,0,0,-
Estudiantes de La Plata,Santiago Nunez,DEF,https://www.sofascore.com/es/jugador/santiago-nunez/1161819,6897,1,0.01,732,0,0.0
Estudiantes de La Plata,Bautista Kociubinski,VOL,https://www.sofascore.com/es/jugador/bautista-kociubinski/1086935,3522,4,0.1,79,0,0.0
Estudiantes de La Plata,Alexis Castro,VOL,https://www.sofascore.com/es/jugador/alexis-castro/801037,15010,31,0.19,255,1,0.35
Estudiantes de La Plata,Ezequiel Piovi,VOL,https://www.sofascore.com/es/jugador/ezequiel-piovi/359098,10290,7,0.06,215,0,0.0
Estudiantes de La Plata,Jose Sosa,VOL,https://www.sofascore.com/es/jugador/jose-sosa/22981,20012,34,0.15,333,1,0.27
Estudiantes de La Plata,Alexis Manyoma,VOL,https://www.sofascore.com/es/jugador/alexis-manyoma/1171180,4522,10,0.2,200,0,0.0
Estudiantes de La Plata,Cristian Medina,VOL,https://www.sofascore.com/es/jugador/cristian-medina/1003010,10013,9,0.08,369,0,0.0
Estudiantes de La Plata,Santiago Ascacibar,VOL,https://www.sofascore.com/es/jugador/santiago-ascacibar/830667,22226,17,0.07,900,4,0.4
Estudiantes de La Plata,Tiago Palacios,VOL,https://www.sofascore.com/es/jugador/tiago-palacios/1018468,10108,24,0.21,779,2,0.23
Estudiantes de La Plata,Gabriel Neves,VOL,https://www.sofascore.com/es/jugador/gabriel-neves/875294,8041,4,0.04,650,2,0.28
Estudiantes de La Plata,Facundo Farias,VOL,https://www.sofascore.com/es/jugador/facundo-farias/1003907,6892,19,0.25,0,0,-
Estudiantes de La Plata,Joaquin Tobio Burgos,DEL,https://www.sofascore.com/es/jugador/joaquin-tobio-burgos/1836758,936,4,0.38,295,2,0.61
Estudiantes de La Plata,Edwuin Cetre,DEL,https://www.sofascore.com/es/jugador/edwuin-cetre/927790,14547,46,0.28,279,1,0.32
Estudiantes de La Plata,Fabricio Perez,DEL,https://www.sofascore.com/es/jugador/fabricio-perez/1836754,162,0,0.0,13,0,0.0
Estudiantes de La Plata,Lucas Alario,DEL,https://www.sofascore.com/es/jugador/lucas-alario/249893,12498,78,0.56,363,1,0.25
Estudiantes de La Plata,Guido Carrillo,DEL,https://www.sofascore.com/es/jugador/guido-carrillo/174519,14862,56,0.34,468,0,0.0
Estudiantes de La Plata,Mauro Mendez,DEL,https://www.sofascore.com/es/jugador/mauro-mendez/979827,6277,33,0.47,0,0,-
Estudiantes de La Plata,Luciano Gimenez,DEL,https://www.sofascore.com/es/jugador/luciano-gimenez/1182435,3844,14,0.33,99,1,0.91
Gimnasia y Esgrima de La Plata,Luis Ingolotti,ARQ,https://www.sofascore.com/es/jugador/luis-ingolotti/871745,5499,-,-,270,-,-
Gimnasia y Esgrima de La Plata,Nelson Insfran,ARQ,https://www.sofascore.com/es/jugador/nelson-insfran/875481,3359,-,-,630,-,-
Gimnasia y Esgrima de La Plata,Fabricio Corbalan,DEF,https://www.sofascore.com/es/jugador/fabricio-corbalan/1893227,313,0,0.0,143,0,0.0
Gimnasia y Esgrima de La Plata,Juan Cruz Cortazzo,DEF,https://www.sofascore.com/es/jugador/juan-cruz-cortazzo/1639642,320,0,0.0,0,0,-
Gimnasia y Esgrima de La Plata,Gaston Suso,DEF,https://www.sofascore.com/es/jugador/gaston-suso/850925,13618,3,0.02,887,0,0.0
Gimnasia y Esgrima de La Plata,Leonardo Morales,DEF,https://www.sofascore.com/es/jugador/leonardo-morales/895342,16108,10,0.06,886,1,0.1
Gimnasia y Esgrima de La Plata,Pedro Silva Torrejon,DEF,https://www.sofascore.com/es/jugador/pedro-silva/830710,8247,5,0.05,0,0,-
Gimnasia y Esgrima de La Plata,Enzo Martinez,DEF,https://www.sofascore.com/es/jugador/enzo-martinez/932234,8406,1,0.01,0,0,-
Gimnasia y Esgrima de La Plata,Juan Pintado,DEF,https://www.sofascore.com/es/jugador/juan-pintado/805330,9304,0,0.0,745,0,0.0
Gimnasia y Esgrima de La Plata,Renzo Giampaoli,DEF,https://www.sofascore.com/es/jugador/renzo-giampaoli/1066559,6491,5,0.07,112,0,0.0
Gimnasia y Esgrima de La Plata,Juan Villalba,DEF,https://www.sofascore.com/es/jugador/juan-villalba/1482409,13,0,0.0,0,0,-
Gimnasia y Esgrima de La Plata,Matias Melluso,DEF,https://www.sofascore.com/es/jugador/matias-melluso/895931,10918,0,0.0,0,0,-
Gimnasia y Esgrima de La Plata,Augusto Max,VOL,https://www.sofascore.com/es/jugador/augusto-max/897058,5988,5,0.08,53,0,0.0
Gimnasia y Esgrima de La Plata,Leandro Mamut,VOL,https://www.sofascore.com/es/jugador/leandro-mamut/1087092,988,1,0.09,163,0,0.0
Gimnasia y Esgrima de La Plata,Martin Fernandez,VOL,https://www.sofascore.com/es/jugador/martin-fernandez/981588,5875,2,0.03,419,0,0.0
Gimnasia y Esgrima de La Plata,Nicolas Garayalde,VOL,https://www.sofascore.com/es/jugador/nicolas-garayalde/1017450,6043,1,0.01,197,0,0.0
Gimnasia y Esgrima de La Plata,Lucas Castro,VOL,https://www.sofascore.com/es/jugador/lucas-castro/122711,17762,23,0.12,801,0,0.0
Gimnasia y Esgrima de La Plata,Pablo De Blasis,VOL,https://www.sofascore.com/es/jugador/pablo-de-blasis/256683,21087,36,0.15,451,1,0.2
